train_samples,test_samples,method,C,ci_train_same_size,ci_train_max_size,ci_test,ibs_train_same_size,ibs_train_max_size,ibs_test,train_time,test_time,error,error_text,model_id
30,10,LogReg_Classic,0.001,0.8571412074918825,0.8582227480486546,0.8533480885252092,0.5878684290113034,0.5843277406335393,0.6145140245644827,15.19178295135498,9.414921760559082,0,,37
30,25,LogReg_Classic,0.001,0.8571412074918825,0.8582227480486546,0.8556564224492076,0.5878684290113034,0.5843277406335393,0.5909142861602155,15.19178295135498,22.923681259155273,0,,37
30,1,LogReg_Classic,0.01,0.8809948814723647,0.881693036130811,0.869495686787358,0.5840660085375237,0.5805204652341696,0.807398473675222,15.077912330627441,1.1721103191375732,0,,38
30,10,LogReg_Classic,0.01,0.8809948814723647,0.881693036130811,0.8804594626733561,0.5840660085375237,0.5805204652341696,0.610720376305371,15.077912330627441,9.883224248886108,0,,38
30,25,LogReg_Classic,0.01,0.8809948814723647,0.881693036130811,0.8817433890050117,0.5840660085375237,0.5805204652341696,0.5871169019984663,15.077912330627441,24.154091119766235,0,,38
30,1,LogReg_Classic,0.1,0.9110477190992623,0.9117200340675713,0.907195215099508,0.5734380001113318,0.5698588029568209,0.7968979620789188,16.057607412338257,1.216243028640747,0,,39
30,10,LogReg_Classic,0.1,0.9110477190992623,0.9117200340675713,0.910635891644855,0.5734380001113318,0.5698588029568209,0.6004231943718936,16.057607412338257,9.413099527359009,0,,39
30,25,LogReg_Classic,0.1,0.9110477190992623,0.9117200340675713,0.9114389783710956,0.5734380001113318,0.5698588029568209,0.5768190368554492,16.057607412338257,23.197856903076172,0,,39
30,1,LogReg_Classic,1.0,0.9304483176633355,0.9309550259491051,0.9339322093290902,0.5605322378975218,0.556894936053371,0.784211669880347,14.188833475112915,1.138026475906372,0,,40
30,10,LogReg_Classic,1.0,0.9304483176633355,0.9309550259491051,0.9319832043444418,0.5605322378975218,0.556894936053371,0.5880344049859407,14.188833475112915,9.43308973312378,0,,40
30,25,LogReg_Classic,1.0,0.9304483176633355,0.9309550259491051,0.9322829437492158,0.5605322378975218,0.556894936053371,0.564433575420031,14.188833475112915,23.140542030334473,0,,40
30,1,LogReg_Classic,10.0,0.9334246548509251,0.9338229653623327,0.9366619639116996,0.5379936008255736,0.5343102479023514,0.7622517011187515,13.352508306503296,1.1921708583831787,0,,41
30,10,LogReg_Classic,10.0,0.9334246548509251,0.9338229653623327,0.9352238831608533,0.5379936008255736,0.5343102479023514,0.5657740706415295,13.352508306503296,9.441104173660278,0,,41
30,25,LogReg_Classic,10.0,0.9334246548509251,0.9338229653623327,0.9354521656216553,0.5379936008255736,0.5343102479023514,0.5420907553945737,13.352508306503296,23.171624422073364,0,,41
30,1,LogReg_Classic,100.0,0.9418261042750369,0.9426326509301397,0.9427407136812379,0.5229510821497334,0.5192690504533763,0.7448953741592881,13.145965099334717,1.2172446250915527,0,,42
30,10,LogReg_Classic,100.0,0.9418261042750369,0.9426326509301397,0.9412496453122539,0.5229510821497334,0.5192690504533763,0.5497836742372642,13.145965099334717,9.444182395935059,0,,42
30,25,LogReg_Classic,100.0,0.9418261042750369,0.9426326509301397,0.9417329915043341,0.5229510821497334,0.5192690504533763,0.5261017875896411,13.145965099334717,23.109619855880737,0,,42
40,,LogReg_Classic,0.001,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",43
40,,LogReg_Classic,0.01,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",44
40,,LogReg_Classic,0.1,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",45
40,,LogReg_Classic,1.0,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",46
40,,LogReg_Classic,10.0,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",47
40,,LogReg_Classic,100.0,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",48
50,,LogReg_Classic,0.001,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",49
50,,LogReg_Classic,0.01,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",50
50,,LogReg_Classic,0.1,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",51
50,,LogReg_Classic,1.0,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",52
50,,LogReg_Classic,10.0,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",53
50,,LogReg_Classic,100.0,,,,,,,,,1,"FIT_ERROR$This solver needs samples of at least 2 classes in the data, but the data contains only one class: False",54
