train_samples,test_samples,method,l1_ratio,penalizer,ci_train_same_size,ci_train_max_size,ci_test,ibs_train_same_size,ibs_train_max_size,ibs_test,train_time,test_time,error,error_text,model_id
40,10,Cox,0.31622776601683794,0.31622776601683794,0.8099354918030719,0.8101316179723405,0.8135610609489987,0.30134423421469686,0.3018503228402897,0.2807310881860297,189.23196291923523,2.8556017875671387,0,,188
40,25,Cox,0.31622776601683794,0.31622776601683794,0.8099354918030719,0.8101316179723405,0.8153702928476224,0.30134423421469686,0.3018503228402897,0.29760276991541335,189.23196291923523,7.036715745925903,0,,188
40,1,Cox,0.31622776601683794,5.623413251903491,0.8099355047922395,0.8101316315167191,0.7884095221626871,0.301344234344478,0.30185032297118897,0.13692344578275187,156.24052596092224,0.37700343132019043,0,,189
40,10,Cox,0.31622776601683794,5.623413251903491,0.8099355047922395,0.8101316315167191,0.8135610641925253,0.301344234344478,0.30185032297118897,0.28073108831021587,156.24052596092224,2.820474147796631,0,,189
40,25,Cox,0.31622776601683794,5.623413251903491,0.8099355047922395,0.8101316315167191,0.8153703264358305,0.301344234344478,0.30185032297118897,0.297602770049445,156.24052596092224,7.057773590087891,0,,189
40,1,Cox,0.31622776601683794,100.0,0.8099355052081147,0.810131631119682,0.7884095221626871,0.3013442344694754,0.30185032309726334,0.13692344583145993,124.55951070785522,0.38605761528015137,0,,190
40,10,Cox,0.31622776601683794,100.0,0.8099355052081147,0.810131631119682,0.8135610674360519,0.3013442344694754,0.30185032309726334,0.2807310884298251,124.55951070785522,2.8686490058898926,0,,190
40,25,Cox,0.31622776601683794,100.0,0.8099355052081147,0.810131631119682,0.8153703264358305,0.3013442344694754,0.30185032309726334,0.2976027701785368,124.55951070785522,7.11497163772583,0,,190
40,,Cox,5.623413251903491,0.001,,,,,,,,,1,FIT_ERROR$Matrix is singular.,191
40,,Cox,5.623413251903491,0.01778279410038923,,,,,,,,,1,FIT_ERROR$Matrix is singular.,192
40,,Cox,5.623413251903491,0.31622776601683794,,,,,,,,,1,FIT_ERROR$Matrix is singular.,193
40,,Cox,5.623413251903491,5.623413251903491,,,,,,,,,1,FIT_ERROR$Matrix is singular.,194
40,,Cox,5.623413251903491,100.0,,,,,,,,,1,FIT_ERROR$Matrix is singular.,195
40,,Cox,100.0,0.001,,,,,,,,,1,FIT_ERROR$Matrix is singular.,196
40,,Cox,100.0,0.01778279410038923,,,,,,,,,1,FIT_ERROR$Matrix is singular.,197
40,,Cox,100.0,0.31622776601683794,,,,,,,,,1,FIT_ERROR$Matrix is singular.,198
40,,Cox,100.0,5.623413251903491,,,,,,,,,1,FIT_ERROR$Matrix is singular.,199
40,,Cox,100.0,100.0,,,,,,,,,1,FIT_ERROR$Matrix is singular.,200
50,,Cox,0.001,0.001,,,,,,,,,1,"FIT_ERROR$hessian or gradient contains nan or inf value(s). Convergence halted. Please see the following tips in the lifelines documentation:
https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model
array must not contain infs or NaNs",201
50,1,Cox,0.001,0.01778279410038923,0.8117226262270387,0.8117226262270387,0.7944919936741838,0.25303780074237925,0.25303780074237925,0.12216102248185955,252.45517563819885,0.3749966621398926,0,,202
50,10,Cox,0.001,0.01778279410038923,0.8117226262270387,0.8117226262270387,0.8141084449906024,0.25303780074237925,0.25303780074237925,0.2364126849188295,252.45517563819885,2.898744583129883,0,,202
50,25,Cox,0.001,0.01778279410038923,0.8117226262270387,0.8117226262270387,0.8156801169797109,0.25303780074237925,0.25303780074237925,0.24939090980267858,252.45517563819885,7.071815729141235,0,,202
50,1,Cox,0.001,0.31622776601683794,0.8123343957727512,0.8123343957727512,0.7932615285251481,0.2977971346185857,0.2977971346185857,0.1353863187164385,238.52520442008972,0.37900781631469727,0,,203
50,10,Cox,0.001,0.31622776601683794,0.8123343957727512,0.8123343957727512,0.8164436025287234,0.2977971346185857,0.2977971346185857,0.27684875861907426,238.52520442008972,2.84958553314209,0,,203
50,25,Cox,0.001,0.31622776601683794,0.8123343957727512,0.8123343957727512,0.8181533099193546,0.2977971346185857,0.2977971346185857,0.2934036723842517,238.52520442008972,7.23525071144104,0,,203
50,1,Cox,0.001,5.623413251903491,0.8099751215107165,0.8099751215107165,0.7878535511716617,0.30181889883803337,0.30181889883803337,0.1369153235413896,237.46263909339905,0.3679816722869873,0,,204
50,10,Cox,0.001,5.623413251903491,0.8099751215107165,0.8099751215107165,0.8134610565358563,0.30181889883803337,0.30181889883803337,0.2807027848440186,237.46263909339905,2.855597496032715,0,,204
50,25,Cox,0.001,5.623413251903491,0.8099751215107165,0.8099751215107165,0.8153068133013703,0.30181889883803337,0.30181889883803337,0.2975720256700057,237.46263909339905,7.170083999633789,0,,204
50,1,Cox,0.001,100.0,0.8103244834729546,0.8103244834729546,0.7888956389200307,0.301818897784575,0.301818897784575,0.13691532311447435,198.30508852005005,0.3920431137084961,0,,205
50,10,Cox,0.001,100.0,0.8103244834729546,0.8103244834729546,0.813984892574106,0.301818897784575,0.301818897784575,0.28070278382959474,198.30508852005005,2.851591110229492,0,,205
50,25,Cox,0.001,100.0,0.8103244834729546,0.8103244834729546,0.8157988269166646,0.301818897784575,0.301818897784575,0.29757202457811305,198.30508852005005,7.084856748580933,0,,205
50,,Cox,0.01778279410038923,0.001,,,,,,,,,1,"FIT_ERROR$hessian or gradient contains nan or inf value(s). Convergence halted. Please see the following tips in the lifelines documentation:
https://lifelines.readthedocs.io/en/latest/Examples.html#problems-with-convergence-in-the-cox-proportional-hazard-model
array must not contain infs or NaNs",206
50,1,Cox,0.01778279410038923,0.01778279410038923,0.8139956511037927,0.8139956511037927,0.7979469153630072,0.2564505256889133,0.2564505256889133,0.12383858445620936,254.94038844108582,0.37096118927001953,0,,207
50,10,Cox,0.01778279410038923,0.01778279410038923,0.8139956511037927,0.8139956511037927,0.8205758295106912,0.2564505256889133,0.2564505256889133,0.23956996694022561,254.94038844108582,2.928795576095581,0,,207
50,25,Cox,0.01778279410038923,0.01778279410038923,0.8139956511037927,0.8139956511037927,0.8216574051426613,0.2564505256889133,0.2564505256889133,0.25269893567650875,254.94038844108582,7.090870380401611,0,,207
50,1,Cox,0.01778279410038923,0.31622776601683794,0.8099856043454748,0.8099856043454748,0.7879211151025999,0.30181889884543567,0.30181889884543567,0.13691532354272443,238.0921173095703,0.37198948860168457,0,,208
50,10,Cox,0.01778279410038923,0.31622776601683794,0.8099856043454748,0.8099856043454748,0.8134886946262944,0.30181889884543567,0.30181889884543567,0.28070278485034217,238.0921173095703,2.8365464210510254,0,,208
50,25,Cox,0.01778279410038923,0.31622776601683794,0.8099856043454748,0.8099856043454748,0.8153316333618907,0.30181889884543567,0.30181889884543567,0.2975720256770788,238.0921173095703,7.144014358520508,0,,208
50,1,Cox,0.01778279410038923,5.623413251903491,0.8103244850159851,0.8103244850159851,0.7888956389200307,0.3018188977835417,0.3018188977835417,0.13691532311407434,198.42092394828796,0.37198853492736816,0,,209
